,location,out,player,position,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_one_on_one,shot_open_goal,shot_outcome,shot_technique,shot_type,under_pressure,shot_saved_to_post,shot_saved_off_target,xG
11263,"[84.6, 47.3]",,Manolo Gabbiadini,Right Center Forward,,Left Foot,,"[120.0, 46.4, 0.6]",,,,Off T,Normal,Open Play,,,,0.002042271
11264,"[89.8, 47.9]",,Manolo Gabbiadini,Right Center Forward,,Left Foot,,"[120.0, 33.5, 2.6]",,,,Off T,Normal,Free Kick,,,,0.00513015
11265,"[56.2, 61.2]",,Lorenzo Insigne,Center Attacking Midfield,,Right Foot,,"[120.0, 29.7, 1.0]",,,,Off T,Lob,Open Play,True,,,0.0046339086
11266,"[103.5, 58.4]",,Gonzalo Gerardo Higuaín,Left Center Forward,,Right Foot,,"[106.0, 55.0]",,,,Blocked,Normal,Open Play,,,,0.0009051835
11267,"[92.5, 39.1]",,Elseid Hysaj,Left Back,,Right Foot,,"[101.6, 33.2]",True,,,Wayward,Volley,Open Play,,,,0.0012226665
11268,"[110.8, 33.3]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[120.0, 43.0, 0.6]",,,,Goal,Normal,Open Play,,,,0.9961196
11272,"[110.7, 28.0]",,Gonzalo Gerardo Higuaín,Left Center Forward,,Left Foot,,"[120.0, 47.0, 0.2]",True,,,Off T,Normal,Open Play,,,,0.037739765
11273,"[100.4, 34.5]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[120.0, 35.5, 3.0]",True,,,Off T,Half Volley,Open Play,,,,0.0012569784
11275,"[101.2, 22.6]",,Elseid Hysaj,Left Back,,Right Foot,,"[103.1, 24.6]",,,,Blocked,Normal,Open Play,,,,0.0008885264
11278,"[99.7, 39.8]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[102.0, 40.1]",True,,,Blocked,Normal,Open Play,True,,,0.0018296725
11279,"[98.2, 39.9]",,Dries Mertens,Left Wing,,Left Foot,,"[100.5, 40.0]",,,,Blocked,Normal,Open Play,True,,,0.002603294
11280,"[101.2, 54.3]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[118.9, 43.5, 0.5]",True,,,Saved,Normal,Open Play,,,,0.001202846
15216,"[108.9, 39.2]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[115.3, 39.5, 0.7]",True,,,Saved,Half Volley,Open Play,,,,0.005213202
15218,"[99.7, 46.6]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[105.7, 43.8]",True,,,Blocked,Half Volley,Open Play,True,,,0.00081958954
15219,"[94.4, 27.3]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 42.1, 5.9]",,,,Off T,Normal,Open Play,,,,0.0067932736
15220,"[62.3, 62.6]",,Raúl Albiol i Tortajada,Right Center Back,,Right Foot,,"[120.0, 42.7, 4.0]",,,,Off T,Lob,Free Kick,,,,0.005559834
15221,"[96.9, 36.8]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 36.8, 0.4]",,,,Goal,Normal,Open Play,True,,,0.9429772
15222,"[111.5, 51.0]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[117.1, 12.7]",True,,,Wayward,Volley,Open Play,,,,0.0024343692
15223,"[91.9, 28.2]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[117.2, 37.9, 0.2]",,,,Saved,Normal,Open Play,True,,,0.0022695074
15224,"[93.9, 42.4]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[98.2, 41.5]",,,,Blocked,Normal,Open Play,True,,,0.003210413
15225,"[103.9, 42.2]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[120.0, 42.1, 1.4]",,,,Goal,Normal,Open Play,True,,,0.95370793
15226,"[109.0, 29.4]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[111.4, 32.0]",,,,Blocked,Normal,Open Play,True,,,0.0033058077
15227,"[103.0, 22.7]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[117.9, 36.8, 0.3]",,,,Saved,Normal,Open Play,True,,,0.0020994393
15228,"[105.2, 38.6]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[114.4, 38.6, 0.5]",,,,Saved,Normal,Open Play,,,,0.0033422206
15229,"[115.2, 31.6]",,Lorenzo Insigne,Left Wing,,Left Foot,,"[120.0, 37.8, 0.5]",True,,,Goal,Half Volley,Open Play,,,,0.98494637
15231,"[110.7, 52.6]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 37.3, 1.4]",,True,,Goal,Normal,Open Play,True,,,0.98662937
15234,"[107.7, 21.8]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[120.0, 35.2, 5.3]",,,,Off T,Normal,Open Play,,,,0.0022300645
15235,"[108.8, 29.5]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[117.7, 36.7, 1.4]",,,,Saved,Normal,Open Play,True,,,0.0031716244
15237,"[100.5, 37.2]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[120.0, 40.2, 0.2]",True,,,Goal,Normal,Open Play,,,,0.9558765
15238,"[102.7, 23.2]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[120.0, 40.2, 4.8]",,,,Off T,Normal,Open Play,,,,0.0031607975
15242,"[91.3, 28.5]",,Omar El Kaddouri,Left Wing,,Right Foot,,"[120.0, 46.1, 6.8]",,,,Off T,Normal,Open Play,,,,0.0018525374
19023,"[98.4, 37.7]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[101.6, 38.3]",,,,Blocked,Normal,Open Play,,,,0.0026485275
19025,"[93.7, 25.2]",,Dries Mertens,Right Wing,,Right Foot,,"[102.7, 29.2]",,,,Blocked,Normal,Free Kick,,,,0.0015074185
19027,"[99.4, 44.3]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 44.5, 3.9]",True,,,Off T,Normal,Open Play,,,,0.0015067274
19028,"[110.6, 44.2]",,Kalidou Koulibaly,Left Center Back,True,Head,,"[120.0, 30.7, 1.0]",,,,Off T,Normal,Open Play,True,,,0.005650982
19029,"[102.6, 37.9]",,Dries Mertens,Right Wing,,Left Foot,,"[104.0, 37.9]",True,,,Blocked,Normal,Open Play,,,,0.000975435
19031,"[112.6, 36.9]",,Marek Hamšík,Left Center Midfield,,Head,,"[118.1, 38.2, 1.2]",,,,Saved,Normal,Open Play,,,,0.0040507335
19032,"[107.1, 44.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[108.1, 44.1]",,,,Blocked,Half Volley,Open Play,,,,0.001506115
19034,"[109.1, 46.9]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[112.0, 44.4, 1.3]",True,,,Saved,Normal,Open Play,,,,0.00183124
19035,"[105.2, 50.1]",,Dries Mertens,Right Wing,,Right Foot,,"[106.1, 49.5]",,,,Blocked,Normal,Open Play,,,,0.0008753559
19036,"[108.8, 44.3]",,Raúl Albiol i Tortajada,Right Center Back,True,Head,,"[118.2, 40.8, 1.3]",,,,Saved,Normal,Open Play,True,,,0.0027784994
19038,"[94.5, 29.3]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[120.0, 42.2, 4.6]",,,,Off T,Normal,Open Play,True,,,0.0055073434
19040,"[93.4, 26.9]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 42.1, 4.2]",,,,Off T,Normal,Open Play,,,,0.0067932736
19041,"[92.9, 30.9]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 35.2, 0.9]",,,,Off T,Normal,Open Play,True,,,0.0052268305
19043,"[89.6, 35.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 41.2, 6.6]",,,,Off T,Normal,Open Play,,,,0.0050756866
19044,"[86.3, 26.7]",,Faouzi Ghoulam,Left Back,,Left Foot,,"[91.7, 28.7]",,,,Blocked,Normal,Open Play,,,,0.0013198635
19046,"[105.0, 26.8]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 43.7, 4.8]",,,,Off T,Normal,Open Play,,,,0.004226746
19047,"[83.2, 26.5]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 46.4, 5.7]",,,,Off T,Normal,Open Play,,,,0.0018525374
19048,"[109.4, 55.4]",,Lorenzo Insigne,Center Attacking Midfield,,Right Foot,,"[120.0, 45.1, 0.9]",True,,,Off T,Half Volley,Open Play,,,,0.013811814
19049,"[104.7, 41.8]",,Manolo Gabbiadini,Right Wing,,Left Foot,,"[120.0, 33.8, 1.0]",True,,,Off T,Half Volley,Open Play,,,,0.0018744844
19052,"[93.9, 32.8]",,Manolo Gabbiadini,Right Wing,,Left Foot,,"[96.2, 33.4]",,,,Blocked,Normal,Open Play,,,,0.0015422808
19053,"[92.0, 36.8]",,Manolo Gabbiadini,Right Wing,,Left Foot,,"[120.0, 45.9, 1.0]",,,,Off T,Normal,Open Play,,,,0.0015072396
23007,"[93.6, 18.9]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[120.0, 40.4, 7.1]",True,,,Off T,Half Volley,Open Play,,,,0.0041277986
23008,"[103.8, 37.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[120.0, 37.3, 5.1]",True,,,Off T,Half Volley,Open Play,True,,,0.0045400155
23009,"[91.9, 35.0]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[117.6, 39.2, 0.5]",,,,Saved,Normal,Open Play,,,,0.002213674
23011,"[99.7, 28.4]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 48.6, 1.0]",,,,Off T,Normal,Open Play,,,,0.0036752545
23012,"[99.9, 38.0]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 37.5, 0.2]",True,,,Goal,Normal,Open Play,,,,0.971403
23014,"[106.2, 42.4]",,José María Callejón Bueno,Right Wing,,Left Foot,,"[120.0, 30.7, 1.2]",True,,,Off T,Half Volley,Open Play,True,,,0.0023231758
23015,"[108.5, 23.2]",,Dries Mertens,Left Wing,,Right Foot,,"[120.0, 47.8, 0.6]",,,,Off T,Normal,Open Play,,,,0.018648412
23019,"[103.1, 24.9]",,Dries Mertens,Left Wing,,Right Foot,,"[105.0, 26.8]",,,,Blocked,Normal,Open Play,,,,0.0011575144
23022,"[95.9, 40.9]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[116.0, 40.8, 1.5]",True,,,Saved,Normal,Open Play,,,,0.0035646067
23023,"[109.7, 59.4]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[110.8, 57.5]",,,,Blocked,Normal,Open Play,,,,0.0017242907
23024,"[108.5, 27.3]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[120.0, 41.6, 1.5]",,,,Goal,Normal,Open Play,True,,,0.9800046
23026,"[96.1, 16.1]",,Faouzi Ghoulam,Left Back,,Left Foot,,"[117.3, 39.8, 0.5]",,,,Saved,Normal,Open Play,,,,0.0019098496
23028,"[97.6, 49.1]",,Dries Mertens,Left Wing,,Right Foot,,"[98.8, 48.8]",,,,Blocked,Normal,Open Play,,,,0.00083011703
23031,"[96.8, 3.6]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[120.0, 25.9, 0.9]",True,,,Off T,Normal,Open Play,,,,0.005069095
26938,"[107.1, 46.5]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[120.0, 43.0, 0.0]",,True,,Goal,Normal,Open Play,,,,0.98276734
26940,"[94.7, 39.8]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[115.8, 38.0, 0.3]",,,,Saved,Normal,Open Play,True,,,0.005145517
26943,"[100.5, 57.2]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 32.2, 0.2]",,,,Off T,Normal,Open Play,True,,,0.0067333905
26945,"[94.2, 29.6]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[96.6, 30.5]",,,,Blocked,Normal,Open Play,,,,0.0021894742
26947,"[112.1, 44.6]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[112.8, 44.1]",True,,,Blocked,Backheel,Open Play,True,,,0.002728407
26948,"[112.6, 30.4]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 42.8, 1.8]",True,,,Goal,Normal,Open Play,True,,,0.990917
26949,"[94.9, 46.6]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[120.0, 36.1, 6.4]",True,,,Off T,Normal,Open Play,,,,0.002692536
26950,"[105.0, 28.6]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[106.3, 29.6]",True,,,Blocked,Normal,Open Play,,,,0.0007398955
26952,"[109.9, 49.4]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[111.2, 47.8]",,,,Blocked,Normal,Open Play,True,,,0.0017242907
26954,"[94.4, 24.8]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 36.5, 2.0]",,,,Goal,Normal,Free Kick,,,,0.8527382
26956,"[115.1, 43.6]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[120.0, 45.8, 0.0]",True,,,Off T,Normal,Open Play,,,,0.013804332
30883,"[88.4, 28.6]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[118.5, 37.0, 1.3]",,,,Saved,Normal,Open Play,,,,0.0023165904
30884,"[91.7, 39.4]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[118.4, 37.0, 1.1]",,,,Saved,Normal,Free Kick,,,,0.0027989459
30889,"[114.4, 43.2]",,Gonzalo Gerardo Higuaín,Center Forward,True,Head,,"[120.0, 45.4, 2.0]",,,,Off T,Normal,Open Play,True,,,0.010321131
30890,"[106.1, 26.6]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 43.9, 0.0]",True,,,Goal,Normal,Open Play,,,,0.9763866
30891,"[100.5, 43.9]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[101.8, 43.7]",,,,Blocked,Normal,Open Play,,,,0.0017302204
30892,"[106.5, 55.8]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[110.4, 50.6]",,,,Blocked,Normal,Open Play,,,,0.0011153298
30893,"[112.0, 38.2]",,Raúl Albiol i Tortajada,Right Center Back,,Head,,"[120.0, 36.6, 3.4]",,,,Off T,Normal,Open Play,,,,0.0059758215
30897,"[106.2, 50.9]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[120.0, 21.8, 0.0]",,,,Off T,Normal,Open Play,,,,0.0031091725
30898,"[107.4, 62.0]",,Elseid Hysaj,Right Back,,Left Foot,,"[117.6, 44.4, 0.0]",,,,Saved,Normal,Open Play,True,,,0.0008728893
30899,"[94.5, 49.5]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[120.0, 45.3, 2.0]",True,,,Off T,Half Volley,Open Play,,,,0.0013373105
30901,"[99.7, 38.2]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[115.4, 38.0, 0.4]",,,,Saved,Normal,Open Play,,,,0.0045034736
30902,"[107.6, 33.9]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[120.0, 42.3, 0.0]",,True,,Goal,Normal,Open Play,True,,,0.98589087
30903,"[96.3, 21.4]",,Omar El Kaddouri,Left Wing,,Right Foot,,"[104.6, 27.1]",,,,Blocked,Normal,Free Kick,,,,0.0021894742
34899,"[112.1, 54.4]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[118.3, 44.2, 0.0]",,,,Saved,Normal,Open Play,,,,0.002275012
34901,"[97.4, 27.0]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[107.6, 34.3]",,,,Blocked,Normal,Open Play,True,,,0.0015936808
34902,"[109.4, 48.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,True,"[115.9, 44.4, 0.2]",,,,Saved to Post,Normal,Open Play,True,True,,0.0024522569
34903,"[99.0, 44.8]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[120.0, 43.1, 7.4]",True,,,Off T,Volley,Open Play,True,,,0.0057430593
34904,"[94.1, 49.8]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[120.0, 38.4, 5.4]",,,,Off T,Half Volley,Open Play,,,,0.009010703
34905,"[93.5, 40.8]",True,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 36.1, 0.4]",,,,Post,Normal,Open Play,,,,0.009389237
34906,"[95.4, 33.3]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 32.2, 0.0]",,,,Off T,Normal,Open Play,,,,0.006568134
34908,"[108.0, 29.7]",,Lorenzo Insigne,Left Wing,,Left Foot,,"[110.4, 31.6]",,,,Blocked,Normal,Open Play,,,,0.0025076605
34909,"[107.7, 36.9]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[113.5, 64.8]",True,,,Wayward,Half Volley,Open Play,,,,0.001722326
34910,"[96.6, 39.1]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[114.5, 42.2, 1.3]",,,,Saved,Normal,Open Play,,,,0.002346692
34911,"[109.2, 32.2]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[120.0, 36.9, 2.3]",True,,,Goal,Normal,Open Play,True,,,0.9748657
34912,"[108.6, 40.3]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[120.0, 37.0, 4.3]",,,,Off T,Normal,Open Play,True,,,0.007821271
34913,"[103.4, 24.9]",,Kalidou Koulibaly,Left Center Back,,Left Foot,,"[116.9, 36.5, 0.2]",,,,Saved,Normal,Open Play,,,,0.00087930367
34914,"[103.8, 30.1]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[120.0, 37.3, 5.8]",,,,Off T,Normal,Open Play,True,,,0.0028700652
34915,"[97.3, 47.0]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[120.0, 35.4, 0.1]",,,,Off T,Normal,Open Play,,,,0.0049872743
34917,"[103.2, 53.5]",,Dries Mertens,Left Wing,,Right Foot,,"[120.0, 34.8, 0.2]",,,,Off T,Normal,Open Play,,,,0.0035669007
34918,"[105.7, 44.1]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 36.9, 6.2]",True,,,Off T,Normal,Open Play,,,,0.0077377823
34922,"[99.5, 50.2]",,José María Callejón Bueno,Right Wing,,Left Foot,,"[103.1, 48.3]",,,,Blocked,Normal,Open Play,,,,0.000616158
39201,"[96.8, 41.9]",,David López Silva,Right Center Midfield,,Right Foot,,"[100.8, 41.3]",,,,Blocked,Normal,Open Play,,,,0.0026438434
39203,"[100.2, 33.2]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[120.0, 33.2, 1.6]",,,,Off T,Normal,Open Play,,,,0.0029666445
39204,"[106.6, 41.1]",,Gonzalo Gerardo Higuaín,Center Forward,True,Head,,"[118.0, 42.7, 0.6]",,,,Saved,Normal,Open Play,True,,,0.0041724904
39205,"[103.4, 31.4]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[120.0, 45.2, 0.2]",True,,,Off T,Normal,Open Play,True,,,0.0038633929
